candidate_id,ra_epoch_A,dec_epoch_A,ra_epoch_B,dec_epoch_B,separation_arcsec,motion_arcsec_per_day,flux_A,flux_B,flux_ratio_B_over_A,source_A_id,source_B_id
MOTION-022,154.20307734734905,-42.971887775989,154.1896089271289,-42.94483621829827,103.64901354352179,3.360948895833029,8.62728277609263,11.705669085597922,1.3568199153082032,10788.0,10227.0
MOTION-023,152.8994740220152,-42.55048932774301,152.88709640750295,-42.52340086835634,102.8973737433357,3.3365760352515936,1.6883005158929678,1.8119256431980688,1.0732245984298086,11459.0,10837.0
MOTION-024,154.93136029217135,-40.46831108652141,154.94425065543638,-40.49512037166266,102.76518638980589,3.3322896949893916,8.63065290362256,7.0741126453454175,0.819649767444151,753.0,799.0
MOTION-025,154.87025083389187,-41.87674763133165,154.84446626431105,-41.85590293456313,102.02765746651127,3.3083743972393447,8.602974376732229,5.281572502236539,0.6139240070877326,5794.0,5449.0
MOTION-026,155.47182329666052,-42.1511098307348,155.4935004629046,-42.17440911824232,101.88938602177052,3.3038907727103806,3.4155202790613126,6.203770135989898,1.8163470362105067,5826.0,5576.0
MOTION-027,154.79541621960993,-40.921249550505856,154.81809902565743,-40.94372116112372,101.73623842225192,3.2989247702574445,1.1969321246317273,2.07604354095568,1.7344705670711598,2447.0,2406.0
MOTION-028,157.9869669791735,-42.6860634871125,158.02505899442266,-42.68262496112632,101.56236376078475,3.2932866668979175,0.6118429156833755,0.347290686473686,0.5676141335816439,3807.0,3560.0
MOTION-029,152.6762913029157,-43.18364476332074,152.70889369594946,-43.16926074304516,100.03625450114693,3.2438006654807734,3.8613229000482985,4.853433912980049,1.2569355214813402,14452.0,13601.0
MOTION-030,156.31318751413957,-44.18006136083337,156.29811487342602,-44.20539578074107,99.15537032451755,3.215236894349887,3.8944450644631656,1.9491007912690368,0.5004822918301232,11897.0,11459.0
MOTION-031,155.09962465386235,-44.21273311586047,155.12282017142974,-44.19098935175456,98.54411835151701,3.1954162846451037,6.296541953546336,5.561606166774727,0.8832794584402509,14206.0,13365.0
