source_a,source_b,ra_a,dec_a,ra_b,dec_b,separation_arcsec,flux_a,flux_b,brightness_change_percent
11638,11094,156.76941671632503,-44.30829205635754,156.76914979305002,-44.30834725686443,0.7157678498373836,4.457025827786321,4.363276587116765,-2.1034035765531733
11639,11095,152.94553299214687,-42.62129882822584,152.94527405467005,-42.621096068625825,1.0016561634593133,1.8867584722490895,2.308820485352084,22.369689566035458
11642,11096,153.39384717565565,-42.82674279689133,153.3936297552417,-42.82654588186371,0.9121773779843437,16.116225476852264,16.04239921792494,-0.45808653541959504
11645,11101,155.1503957456418,-43.6104008757444,155.15028747646372,-43.61031854755543,0.4092494648966126,6.247318764801998,5.958105936736229,-4.629391246933358
11652,11106,152.79941644099026,-42.55750246390129,152.79929467231997,-42.55738218771015,0.5401381272025157,7.628886633264688,7.708529507965746,1.0439645852618449
11655,11111,154.89742615539697,-43.50082522024807,154.89735107807772,-43.50067792697126,0.5653379757128324,1.5943870555080968,1.5605154847969969,-2.1244258471670654
11658,11112,155.23362460057515,-43.647742556150924,155.23362930532605,-43.647910604727265,0.6050989996463627,52.13465500281752,53.01965916836938,1.6975352872365492
11659,11123,156.21817279202017,-44.07739114774831,156.21819697953825,-44.07714319020192,0.8948363449697415,11.637642588333604,11.692188545438414,0.4687028037748067
11663,11117,153.61798570659474,-42.93099582602073,153.61844414169846,-42.93062007640738,1.8138156517874833,1.5813213410855884,2.012419702474492,27.261907506601496
11666,11119,154.32056915774905,-43.24506043616871,154.32014055442568,-43.24518952399606,1.2162300738202136,2.8193618860419334,2.621822922234008,-7.006513239251016
11667,11121,155.02171300281267,-43.558243752836965,155.0216884467752,-43.5585221949748,1.0044367041015627,16.259371027129554,16.56993355112881,1.9100525074498074
11676,11133,155.45337667177796,-43.749915301476896,155.4537093431598,-43.749759613799505,1.0308062683735788,2.0433829742652128,2.244963202732757,9.8650243741035
11681,11127,156.66690687904344,-44.272673268919526,156.66734306901785,-44.27261828217173,1.1416567219852418,3.271260574841886,3.53644419616397,8.106465848716482
11683,11128,153.4242622840883,-42.84626747847861,153.4239923023452,-42.84629679820364,0.7203782472363724,29.285397732341824,29.27516151051997,-0.034953330377860505
11684,11129,153.63522944902994,-42.94166554238881,153.63543942812717,-42.94168711472441,0.5587957297980541,9.469426612294466,9.934903232905661,4.915573452006604
11686,11132,154.4248176511439,-43.2974221866572,154.42484134852376,-43.2973766659535,0.17524255076964276,2.1794750417612123,2.4908819565941878,14.288161546522257
11689,11140,156.34968404586274,-44.13952361717497,156.34958988649166,-44.13958703915005,0.3336263221794126,33.126896917241616,28.975670023275136,-12.53128810808079
11690,11136,153.20100084786554,-42.749089813737044,153.20085692217182,-42.74912157556617,0.397291657779483,3.7203731592878695,3.5355458370838098,-4.967978057325793
11692,11147,154.2264674605649,-43.211805910366124,154.2269890462632,-43.21168158856607,1.4398524371015582,86.86539644860221,85.72641670447477,-1.3112007665807037
11696,11144,153.3165728541997,-42.80283815922367,153.31653634788873,-42.80299292386889,0.5654350437962643,3.305026487115173,2.4361161122768604,-26.29057220042887
11697,11153,153.36278099850801,-42.82475860874956,153.36287252033716,-42.8243501311532,1.490242595235004,174.3214672702129,207.11906955689298,18.81443679902088
11698,11146,153.92002758225914,-43.075126382317634,153.92000113389585,-43.07502941227268,0.35595301055913264,21.22904495721899,20.481365644233883,-3.521963962542064
11699,11148,154.9571930603724,-43.53750891114776,154.95674301903662,-43.537603879374586,1.22323196881603,19.82216100169288,19.585827727725725,-1.192267956793264
11700,11149,156.29649389971794,-44.12062053125061,156.29635988956002,-44.12078200219297,0.676644775674184,218.11664545053776,220.58922675243466,1.1336050473312462
11703,11154,154.07068644922916,-43.14559551392631,154.0702716160673,-43.14580759216589,1.3304711187526834,12.784817773531067,13.269759872417785,3.793109197776078
11704,11155,154.18923115774942,-43.19860563945759,154.1887870757751,-43.19857281773837,1.171400021564374,4.3802516021607465,4.7227815408443545,7.819869034797922
11705,11156,154.43676007366628,-43.3093610005828,154.43686257000616,-43.30978628972973,1.5544055369866931,56.217911861052634,57.198917895205696,1.7450061762836402
11706,11158,154.7732945104971,-43.45725596568867,154.77352460405365,-43.45730489655701,0.626550842806968,12.924348979250361,12.737125439918405,-1.4486109871571706
11713,11164,153.59621527405898,-42.93399615089834,153.59645829503532,-42.9341659998097,0.8855261490633497,4.294368409583499,4.6645875822436516,8.621038936341728
11716,11170,154.35209932420423,-43.27475713591209,154.35156086376193,-43.27381772790347,3.664553771079823,5.042909161916032,5.501501258002192,9.093800450530436
11717,11174,156.4178655145759,-44.177125661980874,156.4174678328789,-44.17687487501118,1.3672458933883391,22.991000433921723,22.172465839680623,-3.5602391318013544
11722,11180,155.06527822380286,-43.5916614049158,155.0651218257896,-43.591455076753036,0.8473586409348551,46.45113187993186,39.94379967195226,-14.008985238077562
11727,11175,153.0738663876913,-42.69901309256997,153.07377062679743,-42.69911805848449,0.4549520523236436,3.1708455327773644,3.3034228529766536,4.18113461626634
11728,11177,153.81426042797048,-43.03478228651606,153.8143410078216,-43.03492371142585,0.5515182296424508,10.126163152669852,10.512506594111134,3.815299394414942
11729,11178,154.29733387990345,-43.25217758582757,154.29730643485968,-43.25227457581603,0.356502452068463,7.593087007203419,7.5475292386347625,-0.599990076834844
11737,11192,153.7545943840152,-43.01225204207463,153.75475857212206,-43.01192263655509,1.2621654853542672,2.947482852918498,3.0790730808389486,4.464495112843639
11738,11184,153.77722773334924,-43.01989754539271,153.77728918545577,-43.020074954038314,0.6588335100829167,5.1495528388568665,4.954834690949535,-3.781263228101113
11741,11190,156.2643054963561,-44.1167072274979,156.2641941640045,-44.116783675974354,0.39816816146859746,54.230270767874686,54.318774874908286,0.16320056267546576
11742,11191,152.95999453314093,-42.65283138446401,152.959880578195,-42.65279440429125,0.3297839396718718,244.67799812574034,215.82549972673428,-11.792028143118422
11757,11211,155.23712516528622,-43.67741826068688,155.23710423615378,-43.67715745150329,0.9404930454634424,3.597399375951331,3.708961930237558,3.1012001345200706
11758,11204,156.6667242277553,-44.294981400929046,156.66667445891903,-44.29525193652653,0.982334708984602,3.816088537099851,3.7531066251707355,-1.6504310976228156
11760,11199,153.5157417936149,-42.910752911230176,153.51546558363637,-42.91087111220188,0.8434826129903004,2.953270813101148,1.1912094698073457,-59.664739700708665
11761,11205,153.68656188740187,-42.98773197480757,153.68619040017907,-42.987393200401755,1.563464095346402,5.71011423183684,5.933192971056585,3.9067298859971262
11762,11206,153.76227410535435,-43.02311475295322,153.76212386448853,-43.023056233310854,0.44803612202423904,4.336142268249366,4.566629522444748,5.315491050261044
